age,employment_years,monthly_income,existing_debts,num_previous_loans,num_defaults,on_time_payment_ratio,avg_days_late,credit_utilization_pct,account_balance,credit_history_years,num_open_credit_lines,risk_category
27,11.5,58500.0,9000.0,3,0,0.686,6.9,76.2,4610.0,7.6,8,High Risk
52,5.6,25100.0,5100.0,5,0,0.894,1.5,55.1,9480.0,2.2,3,Medium Risk
25,0.0,20500.0,62500.0,3,0,0.975,1.4,44.2,8270.0,10.1,8,Low Risk
52,6.2,15400.0,32000.0,1,0,0.926,2.9,23.4,6750.0,13.4,8,Low Risk
64,6.8,17700.0,15600.0,7,1,0.559,5.2,60.6,2070.0,9.6,9,High Risk
54,1.9,22500.0,58000.0,1,0,0.978,0.9,31.9,2180.0,3.0,6,Medium Risk
41,6.6,32200.0,14500.0,1,0,0.936,14.4,24.1,9650.0,17.1,9,Low Risk
34,4.6,19800.0,7200.0,0,0,0.875,7.4,38.2,2530.0,11.3,8,Medium Risk
59,0.6,39800.0,4900.0,5,1,0.868,5.8,49.4,9890.0,3.8,9,High Risk
32,8.7,32100.0,12000.0,1,0,0.99,4.9,49.6,5830.0,7.7,3,Medium Risk
42,3.7,110300.0,28900.0,5,0,0.917,7.6,42.2,11360.0,5.2,4,High Risk
54,4.4,15500.0,53600.0,1,0,0.701,0.7,75.0,1270.0,7.1,6,High Risk
61,4.1,39400.0,13700.0,0,0,0.97,2.8,70.9,2810.0,10.4,9,High Risk
61,10.9,39600.0,44900.0,5,1,0.514,3.8,56.2,4920.0,5.4,5,High Risk
24,5.8,21700.0,10800.0,2,0,0.832,0.0,42.3,1900.0,2.4,2,Medium Risk
60,6.3,38100.0,6100.0,2,0,0.995,0.3,13.1,2980.0,1.7,6,Low Risk
26,4.2,53400.0,3600.0,0,0,0.642,4.3,35.4,2660.0,6.9,4,Medium Risk
46,7.9,38100.0,8100.0,2,0,0.785,6.1,17.3,7060.0,10.3,5,Low Risk
61,11.4,72600.0,3800.0,3,0,0.715,3.9,13.2,6590.0,0.3,1,Low Risk
49,8.6,12200.0,73200.0,2,0,0.583,8.3,33.7,5210.0,6.7,2,High Risk
62,8.7,23800.0,20700.0,3,0,0.704,2.2,39.2,1340.0,7.0,7,Medium Risk
36,8.4,75900.0,12100.0,2,1,0.921,3.1,30.1,2200.0,4.2,1,Medium Risk
34,0.5,57300.0,74800.0,1,1,0.943,9.5,48.3,1950.0,1.8,9,High Risk
35,2.5,47600.0,3600.0,4,0,0.87,2.6,67.8,28790.0,7.7,0,Medium Risk
36,5.2,67300.0,11600.0,3,0,0.696,2.8,30.4,880.0,8.3,6,Low Risk
51,3.1,13900.0,83400.0,1,0,0.825,2.2,61.3,1280.0,6.7,2,High Risk
40,1.7,54100.0,11600.0,0,0,0.921,0.7,23.1,4630.0,7.0,4,Low Risk
53,0.0,61800.0,154300.0,5,1,0.94,5.5,66.1,1400.0,5.6,0,High Risk
39,0.6,26100.0,29300.0,5,0,0.878,10.5,44.8,2210.0,6.3,9,Medium Risk
34,5.0,135200.0,49300.0,4,0,0.812,3.4,66.1,1970.0,14.4,7,Medium Risk
29,5.7,40100.0,50800.0,0,0,0.897,6.1,49.0,490.0,7.9,1,Low Risk
45,2.8,12100.0,13400.0,6,0,0.822,5.4,11.5,4910.0,10.2,7,Low Risk
60,6.3,43900.0,8200.0,3,0,0.971,3.3,39.3,740.0,3.5,9,Medium Risk
58,4.3,25300.0,11900.0,0,0,0.905,0.6,32.9,58450.0,3.5,6,Low Risk
32,10.4,65000.0,5000.0,2,0,0.986,5.1,25.8,2550.0,7.5,1,Low Risk
42,5.4,47800.0,12500.0,0,0,0.959,0.7,30.1,3060.0,4.2,1,Medium Risk
52,8.8,26900.0,13300.0,3,0,0.945,2.7,7.3,1640.0,3.1,3,Low Risk
47,6.8,77000.0,72300.0,2,1,0.906,13.1,36.3,5020.0,3.7,6,High Risk
23,0.4,58100.0,24200.0,1,0,0.821,7.1,15.2,6840.0,4.9,1,Low Risk
47,5.6,24000.0,141900.0,2,1,0.77,12.8,50.0,560.0,15.8,2,High Risk
22,1.1,33700.0,1500.0,2,2,0.851,14.2,87.3,6920.0,14.7,5,High Risk
26,5.6,47000.0,4000.0,3,1,0.968,5.4,55.0,6900.0,11.8,3,Medium Risk
49,3.0,30300.0,9400.0,3,0,0.893,3.7,42.3,780.0,11.7,4,Medium Risk
25,7.5,30700.0,59400.0,4,0,0.853,1.3,64.8,7790.0,10.3,2,Low Risk
35,0.6,37000.0,12000.0,1,1,0.536,7.3,61.4,1040.0,1.3,8,High Risk
46,6.1,21300.0,3100.0,1,0,0.906,3.2,37.4,2580.0,10.2,0,Low Risk
49,8.3,11900.0,10500.0,2,0,0.964,3.7,55.2,2440.0,0.4,6,Medium Risk
40,9.6,40900.0,4000.0,2,0,0.729,1.3,55.7,990.0,13.2,7,Medium Risk
25,2.9,13400.0,3300.0,1,1,0.781,5.0,54.0,1220.0,9.1,8,High Risk
56,6.1,22100.0,98600.0,0,0,0.801,9.3,20.4,65850.0,3.8,4,Low Risk
62,6.7,15000.0,9400.0,0,0,0.799,3.6,63.1,560.0,8.6,1,Medium Risk
60,12.2,15900.0,15900.0,3,2,0.8,20.4,52.4,13750.0,2.9,7,High Risk
53,0.1,44900.0,12200.0,0,0,0.91,1.9,43.3,3940.0,6.3,3,Low Risk
38,2.4,32500.0,10400.0,1,0,0.68,1.2,41.9,31960.0,6.7,2,Low Risk
59,17.2,31900.0,5800.0,2,0,0.936,4.7,32.3,19210.0,5.7,1,Low Risk
42,4.9,18800.0,9800.0,4,2,0.627,9.7,17.7,1040.0,14.2,2,High Risk
27,0.0,26200.0,18700.0,2,0,0.984,1.4,59.0,2070.0,9.5,1,Medium Risk
58,3.7,43800.0,55200.0,2,0,0.625,3.2,16.1,14000.0,9.3,6,Low Risk
35,0.0,35400.0,34500.0,4,1,0.969,7.2,60.7,4690.0,5.0,1,High Risk
62,7.0,54800.0,3900.0,2,1,0.529,19.7,66.3,1460.0,6.0,4,High Risk
37,9.2,58800.0,35900.0,3,0,0.719,13.4,25.5,1850.0,11.0,4,Medium Risk
59,2.4,32000.0,21500.0,3,0,0.667,2.7,42.1,65610.0,4.9,4,Low Risk
44,4.1,14400.0,7200.0,5,1,0.86,3.8,55.7,4520.0,4.9,5,High Risk
41,9.7,24900.0,16000.0,3,1,0.593,4.1,32.8,4720.0,7.5,5,Medium Risk
34,0.0,34600.0,23700.0,1,0,0.888,4.7,36.4,10910.0,8.1,5,Medium Risk
57,0.7,24600.0,14000.0,1,0,0.689,0.7,29.4,1020.0,5.8,0,Medium Risk
23,5.1,21400.0,21600.0,1,0,0.852,0.8,43.7,30750.0,5.5,2,Medium Risk
41,3.0,37600.0,5600.0,3,2,0.618,6.3,67.6,360.0,1.7,0,High Risk
37,4.8,122400.0,98000.0,2,0,0.791,0.1,52.6,24840.0,10.0,6,Medium Risk
44,0.9,28500.0,1900.0,4,0,0.716,4.2,37.8,9060.0,4.3,6,Medium Risk
32,6.9,36300.0,23800.0,7,0,0.657,0.7,26.6,12810.0,6.8,7,Low Risk
50,5.4,18800.0,19300.0,2,1,0.728,12.5,51.6,2450.0,0.0,6,High Risk
37,8.2,67600.0,25400.0,2,0,0.809,2.6,12.4,2120.0,9.8,6,Low Risk
29,6.8,56200.0,6600.0,3,0,0.27,12.8,13.1,34010.0,11.3,1,Low Risk
29,6.8,54300.0,43000.0,2,0,0.69,1.1,46.1,136020.0,9.9,2,Low Risk
51,0.2,71700.0,12000.0,1,0,0.989,3.1,34.6,6160.0,10.0,1,Low Risk
32,8.0,29300.0,4100.0,0,0,0.98,1.7,2.5,23190.0,6.0,2,Low Risk
34,4.7,31200.0,4500.0,2,0,0.794,2.5,16.0,6840.0,14.4,7,Low Risk
48,5.3,85400.0,15100.0,1,0,0.951,5.8,31.9,2300.0,6.1,3,Medium Risk
35,10.2,49800.0,2700.0,2,0,0.566,1.2,12.7,44530.0,12.9,4,Low Risk
38,3.1,12000.0,72000.0,2,0,0.82,2.2,15.9,3630.0,5.0,1,Low Risk
31,11.4,45600.0,38100.0,4,0,0.601,14.5,48.9,11080.0,14.4,4,Low Risk
36,11.8,27200.0,83000.0,3,0,0.721,5.9,17.2,5980.0,7.3,8,Low Risk
51,9.0,56900.0,74700.0,3,1,0.893,9.9,56.0,8980.0,3.4,4,High Risk
44,2.1,44500.0,9400.0,3,0,0.404,0.3,42.8,2950.0,0.0,9,Medium Risk
64,0.0,15200.0,5600.0,4,0,0.856,2.4,9.6,6630.0,5.0,9,Medium Risk
54,10.3,41500.0,900.0,1,0,0.483,5.1,16.0,1590.0,10.8,1,Low Risk
21,6.4,40300.0,8900.0,3,0,0.887,0.0,32.7,41480.0,3.8,0,Low Risk
37,3.0,43600.0,78100.0,0,0,0.876,12.3,49.6,7290.0,0.8,3,Medium Risk
33,10.7,48400.0,5800.0,2,1,0.707,4.8,65.0,4610.0,6.3,3,High Risk
46,2.6,76700.0,10800.0,0,0,0.549,0.1,48.3,10170.0,13.7,8,Medium Risk
32,4.3,44700.0,7700.0,6,0,0.795,5.5,19.1,11290.0,13.6,3,Low Risk
63,8.1,36700.0,19400.0,2,0,0.81,14.6,22.8,2310.0,0.0,2,Low Risk
34,1.5,64500.0,48300.0,3,0,0.892,6.9,41.3,1170.0,9.3,4,Medium Risk
43,5.6,111500.0,2900.0,2,0,0.759,6.0,84.7,2770.0,8.9,4,High Risk
26,10.4,57400.0,3500.0,3,0,0.79,10.2,7.3,13820.0,1.2,6,Low Risk
61,6.8,40300.0,59100.0,2,0,0.933,7.8,59.2,3590.0,6.9,0,Medium Risk
61,11.0,45100.0,27800.0,2,1,0.916,5.1,25.4,1230.0,14.3,8,Medium Risk
55,10.5,41300.0,10300.0,0,0,0.95,7.0,28.9,5960.0,8.5,9,Low Risk
36,6.0,36700.0,73700.0,4,2,0.89,13.7,40.2,36850.0,12.1,3,High Risk
23,0.0,107200.0,3400.0,3,1,0.574,3.9,14.8,4520.0,1.8,3,High Risk
52,1.6,25000.0,33900.0,1,0,0.749,3.8,19.8,660.0,10.6,8,Low Risk
39,9.1,64700.0,12500.0,1,0,0.961,2.8,19.3,1730.0,6.7,5,Low Risk
64,0.0,34100.0,24500.0,5,0,0.912,6.0,35.7,2560.0,5.6,5,Medium Risk
51,4.7,17300.0,1200.0,0,0,0.812,0.6,37.0,4890.0,3.7,2,Medium Risk
44,7.4,33100.0,10300.0,3,0,0.971,4.8,60.3,9130.0,4.6,5,Low Risk
64,11.9,27600.0,27900.0,1,0,0.627,0.0,60.9,12390.0,7.1,2,Medium Risk
56,3.7,48500.0,12500.0,4,2,0.576,9.9,53.1,4220.0,4.8,9,High Risk
41,3.4,38000.0,46900.0,5,0,0.784,2.3,5.0,1610.0,10.5,5,Medium Risk
21,5.8,21800.0,45300.0,1,0,0.884,2.1,34.3,640.0,0.0,5,Medium Risk
25,7.4,75800.0,5100.0,2,0,0.583,2.1,21.8,6330.0,10.8,5,Low Risk
40,5.4,62600.0,30500.0,2,2,0.791,8.5,22.9,620.0,0.1,3,High Risk
45,10.2,80300.0,5000.0,2,0,0.868,5.1,15.1,38000.0,3.5,8,Low Risk
22,2.8,40900.0,14100.0,1,0,0.969,0.4,41.6,18420.0,10.6,7,Low Risk
26,6.5,35700.0,25700.0,5,1,0.523,11.0,18.3,27210.0,10.7,4,Medium Risk
51,7.8,51600.0,5800.0,1,0,0.691,5.6,21.4,3660.0,8.6,5,Low Risk
54,4.4,27200.0,29300.0,3,0,0.767,14.3,46.2,5210.0,10.9,1,Medium Risk
22,9.4,38800.0,8100.0,6,0,0.785,7.7,5.1,1120.0,8.2,8,Low Risk
43,6.6,33300.0,7500.0,0,0,0.601,2.7,41.8,13200.0,6.3,5,Low Risk
24,9.2,17500.0,27100.0,1,0,0.768,6.4,53.9,710.0,5.5,5,High Risk
52,6.8,38700.0,5800.0,2,1,0.825,5.1,36.4,3620.0,6.5,6,High Risk
57,7.5,29100.0,5500.0,6,1,0.607,6.6,49.2,1530.0,7.3,5,High Risk
59,3.5,32200.0,37800.0,1,0,0.57,1.7,28.7,28030.0,5.9,0,Medium Risk
47,3.5,43600.0,14900.0,1,0,0.962,0.2,12.6,7750.0,3.7,5,Low Risk
48,10.9,68600.0,3100.0,1,0,0.839,0.4,71.7,6640.0,0.8,5,Medium Risk
61,8.5,23800.0,31400.0,2,1,0.622,3.4,47.1,3280.0,3.3,9,High Risk
47,1.9,30700.0,8900.0,5,3,0.673,14.8,56.8,11400.0,11.0,6,High Risk
40,6.7,24800.0,3300.0,0,0,0.715,2.7,58.7,29980.0,6.1,9,Low Risk
54,0.0,24000.0,1100.0,2,0,0.95,2.5,34.3,31300.0,4.9,4,Low Risk
46,3.7,27000.0,33000.0,2,0,0.756,7.5,49.4,107900.0,10.8,5,Low Risk
58,9.8,32900.0,5700.0,4,1,0.654,7.2,54.3,1430.0,6.6,7,High Risk
44,5.5,48700.0,3900.0,1,0,0.757,0.1,40.1,2340.0,8.7,7,Medium Risk
59,6.5,42600.0,25300.0,1,0,0.469,4.8,47.5,12230.0,5.5,2,Medium Risk
22,0.0,21400.0,29900.0,0,0,0.846,5.2,35.0,4960.0,5.8,2,Low Risk
22,4.4,69400.0,6100.0,2,0,0.926,0.7,37.6,7080.0,2.5,1,Medium Risk
25,7.4,58200.0,33300.0,0,0,0.948,0.3,54.7,810.0,6.9,5,Low Risk
45,7.9,23100.0,104300.0,1,0,0.835,1.0,20.9,12940.0,3.9,8,Medium Risk
52,9.8,67000.0,51400.0,0,0,0.866,2.1,15.9,2720.0,3.3,7,Low Risk
30,5.2,42800.0,44000.0,3,0,0.891,2.9,16.5,8080.0,7.6,2,Low Risk
27,5.3,33600.0,18300.0,1,0,0.98,4.3,48.6,3900.0,7.3,7,Low Risk
58,0.7,43400.0,8600.0,4,0,0.812,7.5,54.5,1310.0,3.9,4,Medium Risk
54,5.2,35900.0,12600.0,3,0,0.876,2.5,17.2,37540.0,5.8,0,Low Risk
49,1.0,47700.0,20800.0,2,0,0.681,20.3,62.1,10130.0,6.5,5,High Risk
42,0.0,39900.0,3800.0,0,0,0.695,7.2,73.6,4800.0,11.6,3,High Risk
39,1.7,30700.0,6200.0,3,1,0.499,6.2,47.2,1480.0,0.7,4,High Risk
21,12.0,13200.0,3200.0,2,0,0.959,0.3,72.4,11980.0,11.9,9,Medium Risk
29,4.9,47300.0,16900.0,1,0,0.784,3.4,49.6,8600.0,11.0,3,Medium Risk
60,6.9,30100.0,14500.0,2,0,0.844,0.4,59.1,1640.0,7.1,2,Low Risk
35,3.9,53600.0,7000.0,1,1,0.791,5.1,40.7,8510.0,8.8,5,Medium Risk
51,0.0,46200.0,30300.0,1,0,0.72,1.2,39.6,4290.0,9.1,5,High Risk
51,9.7,30500.0,4700.0,3,0,0.841,2.2,25.9,8130.0,1.4,8,Low Risk
34,0.0,60600.0,6700.0,4,0,0.941,4.3,40.7,9220.0,8.0,2,Low Risk
29,3.8,40200.0,29200.0,4,1,0.758,6.2,71.8,2210.0,5.4,3,High Risk
51,5.8,39400.0,33800.0,1,1,0.629,8.2,21.8,8470.0,0.0,3,Medium Risk
25,6.9,33900.0,6000.0,2,1,0.795,5.2,14.8,28090.0,3.8,4,Medium Risk
42,3.1,84300.0,16800.0,3,0,0.694,9.0,44.7,11210.0,11.4,5,Medium Risk
60,0.0,25400.0,6100.0,1,0,0.744,8.6,75.6,4980.0,6.2,5,Medium Risk
52,2.8,30900.0,11000.0,1,0,0.962,4.1,51.2,5270.0,10.6,9,Medium Risk
54,3.0,19600.0,15400.0,4,0,0.889,3.0,49.7,31190.0,8.1,1,Low Risk
24,2.9,52200.0,23400.0,2,0,0.921,0.7,30.7,29320.0,1.6,1,Medium Risk
29,9.9,27100.0,18400.0,3,1,0.809,12.6,40.8,1370.0,10.1,6,High Risk
33,1.1,28700.0,17600.0,3,0,0.8,2.0,38.9,9010.0,10.3,4,Medium Risk
33,7.2,28000.0,4500.0,2,2,0.932,7.7,71.2,3600.0,5.0,6,High Risk
29,6.6,37500.0,19700.0,2,1,0.916,12.6,57.0,1100.0,1.1,1,High Risk
63,9.8,19400.0,23200.0,3,0,0.913,1.0,32.4,13300.0,6.3,3,Low Risk
28,5.5,11800.0,26600.0,2,0,0.77,1.2,51.0,9590.0,4.5,2,High Risk
52,9.2,45700.0,6500.0,2,0,0.636,7.3,74.8,2420.0,6.5,4,High Risk
46,5.3,12600.0,33400.0,3,0,0.408,5.7,33.4,3610.0,12.0,1,High Risk
47,7.7,55700.0,3600.0,2,1,0.715,3.6,59.6,20060.0,11.3,5,High Risk
30,0.0,79200.0,8700.0,3,1,0.868,5.1,41.0,3020.0,10.3,7,Medium Risk
34,0.0,33500.0,10100.0,2,0,0.926,2.3,35.4,2400.0,9.2,0,Medium Risk
47,7.5,69500.0,3800.0,2,0,0.731,1.2,24.6,1260.0,6.4,6,Medium Risk
34,7.7,35900.0,10000.0,3,1,0.624,9.4,32.8,9720.0,11.9,0,High Risk
51,7.9,80800.0,16700.0,4,3,0.431,10.0,53.6,860.0,3.5,9,High Risk
22,3.9,28900.0,2200.0,5,3,0.553,16.4,76.0,860.0,4.3,1,High Risk
24,12.0,11100.0,9000.0,2,1,0.795,5.2,7.0,3700.0,9.0,8,Low Risk
53,4.2,34900.0,2300.0,3,1,0.8,10.5,52.5,2320.0,15.7,9,Medium Risk
48,7.7,85300.0,102900.0,3,1,0.391,5.4,19.5,960.0,6.4,1,High Risk
22,8.4,47500.0,16500.0,2,1,0.93,9.7,27.4,1310.0,11.5,5,Medium Risk
60,12.9,28100.0,15200.0,1,0,0.929,2.0,38.4,660.0,2.7,2,Medium Risk
21,4.7,42800.0,16800.0,4,2,0.444,12.0,27.0,5900.0,8.1,6,High Risk
63,3.4,59000.0,24500.0,4,1,0.686,3.2,42.6,1020.0,9.6,1,High Risk
53,0.0,34800.0,35500.0,2,0,0.371,2.2,15.7,1100.0,10.4,1,Low Risk
64,12.2,135000.0,2800.0,1,0,0.791,0.5,11.2,4070.0,6.0,6,Low Risk
62,7.7,28000.0,49500.0,1,0,0.956,1.7,10.8,3710.0,4.6,0,Medium Risk
34,7.8,59900.0,46400.0,3,1,0.479,3.1,16.3,5520.0,2.6,7,High Risk
54,18.5,53200.0,12500.0,5,0,0.895,1.2,31.0,50010.0,6.4,5,Low Risk
30,7.3,25600.0,11900.0,1,0,0.928,2.4,53.9,2250.0,13.7,3,Medium Risk
41,0.8,29400.0,600.0,0,0,0.912,0.5,14.6,140.0,5.9,0,Medium Risk
31,5.2,60400.0,3900.0,3,0,0.883,0.0,15.1,13870.0,17.0,5,Low Risk
42,2.1,39000.0,22400.0,2,0,0.7,1.5,18.3,1040.0,7.1,9,Low Risk
59,4.4,43000.0,44400.0,1,1,0.834,3.4,34.5,11480.0,10.4,9,Medium Risk
40,4.4,16000.0,27700.0,3,0,0.916,1.1,9.6,1600.0,15.8,7,Low Risk
25,3.7,50400.0,12400.0,4,2,0.808,12.3,30.9,5050.0,7.6,6,High Risk
35,0.4,41900.0,91700.0,2,0,0.913,1.9,43.8,3130.0,14.6,7,Medium Risk
55,12.4,35200.0,36500.0,3,0,0.855,11.1,69.8,2730.0,7.3,9,High Risk
43,7.2,43500.0,9000.0,3,0,0.962,0.8,40.8,570.0,6.3,5,Low Risk
45,5.1,29600.0,118400.0,2,0,0.754,4.2,42.4,2450.0,7.6,1,Medium Risk
39,9.0,27000.0,4500.0,3,0,0.781,6.0,44.1,1200.0,1.0,7,Medium Risk
33,7.9,32200.0,3100.0,2,1,0.935,3.9,81.8,7190.0,3.6,7,High Risk
47,7.1,28800.0,8800.0,1,0,0.951,2.5,42.5,56250.0,2.8,5,Low Risk
48,8.7,108000.0,6300.0,2,0,0.783,8.6,66.4,4410.0,7.1,7,High Risk
60,6.5,57300.0,9300.0,1,0,0.955,2.5,31.9,37290.0,9.4,0,Low Risk
48,8.7,22400.0,29700.0,4,0,0.94,25.3,17.2,560.0,4.8,2,Medium Risk
64,9.0,100500.0,12900.0,1,0,0.819,2.8,67.9,6060.0,17.0,6,Medium Risk
57,6.7,29200.0,13200.0,2,0,0.794,6.8,42.8,2990.0,0.7,0,Medium Risk
24,5.1,36900.0,14200.0,0,0,0.671,5.4,77.7,2000.0,2.2,8,High Risk
38,12.1,56900.0,1300.0,2,0,0.683,0.2,18.5,410.0,10.0,0,Low Risk
37,4.1,13600.0,2900.0,5,0,0.405,3.5,29.8,8190.0,5.6,5,Medium Risk
21,7.6,32300.0,9100.0,2,0,0.769,5.1,7.2,13240.0,0.0,6,Low Risk
28,7.7,27300.0,5800.0,3,0,0.781,6.3,41.0,5360.0,8.9,7,Medium Risk
54,3.6,40200.0,10600.0,4,1,0.847,12.8,69.8,720.0,8.4,5,High Risk
36,2.8,43700.0,54400.0,4,0,0.882,1.4,29.9,1520.0,7.9,1,Low Risk
27,4.6,34900.0,12400.0,0,0,0.923,1.9,38.3,2750.0,6.8,7,Low Risk
33,4.0,34100.0,3600.0,1,0,0.764,3.1,43.7,18910.0,6.9,7,Medium Risk
33,0.2,61900.0,6000.0,3,0,0.758,1.1,77.0,1040.0,13.7,1,Medium Risk
28,3.4,42200.0,73900.0,2,0,0.799,1.0,69.9,10690.0,11.2,4,High Risk
25,7.1,37100.0,61900.0,1,0,0.913,10.2,8.3,22200.0,10.0,5,Low Risk
54,11.1,39100.0,24200.0,0,0,0.888,4.7,17.7,4300.0,11.4,5,Low Risk
57,8.2,90900.0,2800.0,2,0,0.992,6.8,8.3,6500.0,6.7,2,Low Risk
42,0.0,39600.0,18200.0,4,0,0.914,2.8,58.8,3730.0,8.3,2,Medium Risk
48,8.6,28100.0,19600.0,3,0,0.89,0.2,17.5,970.0,0.0,2,Low Risk
61,3.8,14000.0,13700.0,2,0,0.815,0.4,21.2,5140.0,17.2,8,Low Risk
58,7.8,17700.0,7600.0,1,0,0.913,2.2,48.2,1630.0,7.2,1,Low Risk
22,5.9,28800.0,9300.0,0,0,0.615,6.1,55.2,14650.0,11.7,4,Medium Risk
62,5.2,34400.0,7000.0,2,0,0.978,11.3,58.1,14370.0,10.7,5,High Risk
23,5.6,27500.0,4300.0,3,0,0.943,12.6,83.1,5010.0,10.2,3,High Risk
22,5.9,43300.0,52400.0,3,2,0.927,7.7,61.8,2760.0,5.8,4,High Risk
38,11.4,27300.0,32300.0,3,0,0.825,3.0,18.4,9500.0,12.3,1,Low Risk
53,5.9,23000.0,10000.0,2,0,0.842,6.5,78.3,2050.0,10.3,4,High Risk
24,10.3,49300.0,19000.0,2,0,0.721,12.9,40.9,200.0,2.4,9,Medium Risk
33,9.8,72000.0,19700.0,0,0,0.902,19.0,85.0,1450.0,7.8,6,High Risk
32,8.7,20900.0,125400.0,2,0,0.887,0.9,22.1,2810.0,7.5,0,High Risk
38,0.0,41000.0,32000.0,5,1,0.577,5.5,36.6,1200.0,5.3,1,High Risk
64,10.5,14000.0,30800.0,4,1,0.774,4.9,28.7,22350.0,2.6,3,High Risk
35,4.2,17400.0,13900.0,2,0,0.839,2.6,13.2,760.0,3.2,7,Low Risk
30,8.9,27100.0,8700.0,1,0,0.828,6.5,9.8,7260.0,9.6,1,Low Risk
26,2.1,64100.0,53200.0,2,0,0.833,2.1,51.5,4930.0,5.5,6,Medium Risk
29,1.3,24600.0,25600.0,4,0,0.713,1.8,25.5,1210.0,9.1,7,Medium Risk
26,13.9,24100.0,5800.0,0,0,0.901,3.3,34.0,4670.0,6.5,0,Low Risk
46,2.2,37000.0,21000.0,2,0,0.958,8.3,14.8,1250.0,6.6,2,Low Risk
39,10.6,37000.0,30900.0,3,0,0.881,0.7,23.6,5150.0,3.3,3,Medium Risk
42,6.5,24500.0,1600.0,4,2,0.891,10.7,13.7,4950.0,4.6,6,High Risk
57,4.3,98000.0,5300.0,0,0,0.712,2.6,14.2,520.0,6.7,6,Low Risk
46,5.8,31800.0,19200.0,5,0,0.942,3.2,41.0,490.0,0.5,6,Low Risk
27,0.8,38400.0,1900.0,1,0,0.842,19.5,76.9,27440.0,8.0,3,High Risk
37,5.9,29700.0,2300.0,1,0,0.604,3.2,65.5,7510.0,6.7,5,High Risk
34,1.7,45300.0,10200.0,2,1,0.817,8.2,42.0,2240.0,0.9,0,High Risk
57,4.4,67300.0,21800.0,7,2,0.558,11.6,17.0,3120.0,6.6,1,High Risk
34,9.7,83400.0,22900.0,5,0,0.564,5.8,8.0,2700.0,0.0,6,Low Risk
27,7.0,24800.0,65000.0,5,1,0.826,5.3,48.9,14770.0,5.2,1,High Risk
53,0.1,63000.0,14500.0,1,0,0.666,3.3,16.1,2790.0,7.4,4,Medium Risk
39,9.4,47800.0,9200.0,3,2,0.792,6.8,33.5,820.0,10.7,5,High Risk
25,6.0,59100.0,3600.0,3,0,0.703,4.1,52.3,2610.0,17.6,0,Low Risk
51,3.8,34700.0,9100.0,2,0,0.514,6.0,34.5,1760.0,7.8,4,Low Risk
30,9.0,33100.0,27100.0,1,0,0.795,7.0,48.3,3700.0,8.2,1,Medium Risk
59,5.3,58000.0,28400.0,1,0,0.498,1.1,20.7,24200.0,0.6,3,Medium Risk
57,1.3,58500.0,17400.0,0,0,0.726,5.5,68.8,860.0,6.3,6,Medium Risk
37,13.4,79400.0,23100.0,1,0,0.37,2.8,30.8,1220.0,5.2,2,Medium Risk
45,5.9,40100.0,47900.0,2,0,0.624,2.0,64.1,10020.0,0.2,0,High Risk
45,5.7,34400.0,14400.0,2,0,0.915,2.0,30.7,1610.0,13.9,2,Low Risk
49,4.4,10600.0,52400.0,1,0,0.657,0.9,74.9,17210.0,8.8,1,High Risk
24,10.7,16200.0,6500.0,4,0,0.852,2.5,44.8,15190.0,9.2,3,Low Risk
35,3.9,29800.0,12400.0,1,0,0.72,6.6,52.8,10810.0,13.7,1,Medium Risk
28,0.0,20900.0,8300.0,5,4,0.71,14.8,73.2,19980.0,1.4,5,High Risk
51,3.3,54600.0,29500.0,1,0,0.89,11.6,64.2,14000.0,1.9,2,Medium Risk
24,11.3,18900.0,4800.0,2,1,0.818,3.8,21.2,2220.0,12.6,4,Low Risk
43,9.3,28300.0,9700.0,1,0,0.745,6.7,6.7,83870.0,3.1,7,Low Risk
53,5.0,28800.0,2100.0,1,0,0.746,0.2,40.1,950.0,9.8,5,Low Risk
62,11.5,66300.0,24200.0,5,0,0.674,3.8,24.0,4670.0,8.2,3,Low Risk
33,9.0,26800.0,46500.0,1,0,0.799,9.7,67.3,3380.0,15.1,3,High Risk
21,4.9,45500.0,33200.0,1,0,0.983,6.5,27.2,32070.0,13.0,7,Low Risk
52,5.3,40000.0,30100.0,3,0,0.636,16.0,37.3,10230.0,13.2,9,Low Risk
21,7.3,57000.0,30900.0,2,0,0.602,0.8,19.0,11360.0,0.3,5,High Risk
23,2.7,55600.0,26900.0,4,0,0.727,1.2,72.1,10180.0,9.7,0,Medium Risk
64,6.0,35700.0,24700.0,2,0,0.869,3.6,43.4,1930.0,11.2,2,Medium Risk
58,7.2,15600.0,26300.0,3,0,0.581,2.5,6.9,1920.0,7.0,0,Medium Risk
52,0.0,32300.0,6900.0,3,1,0.882,5.4,46.1,47760.0,4.6,3,Medium Risk
57,5.2,36000.0,10900.0,1,0,0.698,7.1,89.3,28870.0,6.5,4,Medium Risk
24,4.8,41900.0,14300.0,2,0,0.71,2.4,10.4,4120.0,10.5,5,Low Risk
24,10.1,25100.0,9500.0,2,1,0.475,4.5,7.3,2010.0,2.0,3,High Risk
34,0.0,64200.0,2800.0,1,0,0.759,1.2,65.1,6640.0,14.1,8,Low Risk
22,4.5,36600.0,3900.0,2,0,0.807,11.2,77.7,23680.0,0.0,7,High Risk
60,4.1,22900.0,16800.0,1,0,0.932,1.9,25.5,8190.0,4.3,0,Low Risk
